+0.0ns;STA;164;11.6;8.4;-0.3
+0.0ns;STA;165;0.4;9.2;-0.3
+0.0ns;STA;166;1.2;9.2;-0.3
+0.0ns;STA;167;2;9.2;-0.3
+0.0ns;STA;168;2.8;9.2;-0.3
+0.0ns;STA;169;3.6;9.2;-0.3
+0.0ns;STA;170;4.4;9.2;-0.3
+0.0ns;STA;171;5.2;9.2;-0.3
+0.0ns;STA;172;6;9.2;-0.3
+0.0ns;STA;173;6.8;9.2;-0.3
+0.0ns;STA;174;7.6;9.2;-0.3
+0.0ns;STA;175;8.4;9.2;-0.3
+0.0ns;STA;176;9.2;9.2;-0.3
+0.0ns;STA;177;10;9.2;-0.3
+0.0ns;STA;178;10.8;9.2;-0.3
+0.0ns;STA;179;11.6;9.2;-0.3
+0.0ns;STA;180;0.4;10;-0.3
+0.0ns;STA;181;1.2;10;-0.3
+0.0ns;STA;182;2;10;-0.3
+0.0ns;STA;183;2.8;10;-0.3
+0.0ns;STA;184;3.6;10;-0.3
+0.0ns;STA;185;4.4;10;-0.3
+0.0ns;STA;186;5.2;10;-0.3
+0.0ns;STA;187;6;10;-0.3
+0.0ns;STA;188;6.8;10;-0.3
+0.0ns;STA;189;7.6;10;-0.3
+0.0ns;STA;190;8.4;10;-0.3
+0.0ns;STA;191;9.2;10;-0.3
+0.0ns;STA;192;10;10;-0.3
+0.0ns;STA;193;10.8;10;-0.3
+0.0ns;STA;194;11.6;10;-0.3
+0.0ns;STA;195;0.4;10.8;-0.3
+0.0ns;STA;196;1.2;10.8;-0.3
+0.0ns;STA;197;2;10.8;-0.3
+0.0ns;STA;198;2.8;10.8;-0.3
+0.0ns;STA;199;3.6;10.8;-0.3
+0.0ns;STA;200;6;6;2
+0.0ns;AP;200;6;6;2
