Sta node#,distance,timerx(notassociated),timeidle(notassociated),timetx(notassociated),timesleep(notassociated),timecollision(notassociated)
46,104.477,0.66644,(0.37368),30.9585,(1.72832),0.001,(0.0064),30.1638,(0),0,(0.00161223)
47,198.011,0.78424,(0.178),31.3545,(0.915943),0.001,(0.0032),30.6621,(0),0.000325087,(0.000485561)
48,159.432,0.78648,(0.17576),31.3553,(0.915152),0.001,(0.0032),30.6621,(0),0.00032404,(0.000487852)
49,10.8762,0.78864,(0.20672),31.1415,(1.29787),0.001,(0.0016),30.4617,(0),0.000326141,(0.00048671)
50,97.205,0.7734,(0.22036),31.1385,(1.30088),0.001,(0.0032),30.4617,(0),0.000325269,(0.00048913)
51,117.057,0.67352,(0.36848),30.9613,(1.72554),0.001,(0.0048),30.1638,(0),0,(0.00133414)
52,195.392,0.77976,(0.18088),31.3529,(0.917571),0.001,(0.0048),30.6621,(0),0.000324839,(0.000487479)
53,188.369,0.79632,(0.08792),31.5349,(0.513063),0.001,(0.0048),30.9605,(0),0.000326343,(0.000963548)
54,56.7079,0.78484,(0.10732),31.3469,(0.897433),0.001,(0.0016),30.7601,(0),0.000325597,(0.000323895)
55,196.39,0.72036,(0.2734),31.125,(1.31433),0.001,(0.0032),30.4617,(0),0.000162776,(0.00064823)
56,163.439,0.70828,(0.33568),30.972,(1.71485),0.001,(0.0032),30.1638,(0),0.00016,(0.000814375)
57,136.998,0.73452,(0.25924),31.1296,(1.3098),0.001,(0.0032),30.4617,(0),0.000162844,(0.000649909)
58,63.9924,0.6996,(0.34436),30.9686,(1.71827),0.001,(0.0032),30.1638,(0),0,(0.000973372)
59,84.5158,0.70604,(0.33792),30.9715,(1.71532),0.001,(0.0032),30.1638,(0),0,(0.000972332)
60,121.682,0.87356,(0.01292),31.5542,(0.493758),0.001,(0.0032),30.9605,(0),0.000647723,(1.273e-06)
61,126.651,0.78872,(0.17352),31.3564,(0.914052),0.001,(0.0032),30.6621,(0),0.000325332,(0.00048678)
62,166.398,0.71364,(0.27852),31.122,(1.31732),0.001,(0.0048),30.4617,(0),0.000164273,(0.000648222)
63,70.9496,0.73956,(0.18024),31.421,(0.916368),0.001,(0.0032),30.6378,(0),0.000163019,(0.000486026)
64,111.065,0.68768,(0.35592),30.9654,(1.72143),0.001,(0.0032),30.1638,(0),0,(0.00133494)
65,158.873,0.72968,(0.26248),31.1286,(1.31076),0.001,(0.0048),30.4617,(0),0.000162851,(0.000647973)
66,180.587,0.67836,(0.36336),30.9629,(1.72391),0.001,(0.0048),30.1638,(0),0,(0.00161219)
67,144.077,0.739,(0.25476),31.1309,(1.30843),0.001,(0.0032),30.4617,(0),0.000164507,(0.000648922)
