+744584037.0ns;57;905;1;131;false;200;164;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-94.2473;true
+745744058.0ns;176;905;1;128;false;164;4294967295;164;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-78.2473;false
+747496071.0ns;39;905;1;131;false;200;40;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-92.1839;true
+748656088.0ns;178;905;1;128;false;40;4294967295;40;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-76.1839;false
+750052082.0ns;106;905;1;131;false;157;200;157;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-71.9787;false
+751212093.0ns;179;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-101.266;-87.9787;false
+752912098.0ns;9;905;1;131;false;200;129;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-86.7071;true
+754072107.0ns;181;905;1;128;false;129;4294967295;129;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-70.7071;false
+755668128.0ns;32;905;1;131;false;200;187;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-91.0735;true
+756828143.0ns;183;905;1;128;false;187;4294967295;187;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.0735;false
+758276150.0ns;108;905;1;131;false;197;200;197;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-78.4491;false
+759436172.0ns;184;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-94.4491;false
+761136178.0ns;10;905;1;131;false;200;143;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-86.7071;true
+762296187.0ns;186;905;1;128;false;143;4294967295;143;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-70.7071;false
+764048208.0ns;31;905;1;131;false;200;186;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-91.2114;true
+765208223.0ns;188;905;1;128;false;186;4294967295;186;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.2114;false
+766960238.0ns;30;905;1;131;false;200;175;200;OfdmRate1_2MbpsBW1MHz;4;0;1;false;false;0;-113.976;-91.0735;true
+768120253.0ns;190;905;1;128;false;175;4294967295;175;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.0735;false
+769716282.0ns;58;905;1;131;false;200;3;200;OfdmRate1_2MbpsBW1MHz;4;0;1;false;false;0;-113.976;-94.7047;true
